Zipcode,Address,Population_x,Median Age,Household Income,Per Capita Income,Poverty Rate,Lat,Lng,Bank Count,Population_y,Unemployment Count,Unemployment Rate
93428,"Cambria, CA 93428, USA",6393,58.4,59813.0,40682,7.961833255,35.592514200000004,-121.0564425,2,6393.0,255.0,3.988737681839512
24083,"Daleville, VA 24083, USA",2277,46.4,91295.0,47678,0.658761528,37.4047916,-79.92486690000001,19,2277.0,104.0,4.567413263065437
59846,"Huson, MT 59846, USA",1148,58.5,52891.0,26606,10.27874564,47.13345220000001,-114.4918933,0,1148.0,51.0,4.442508710801394
5492,"Waterville, VT 05492, USA",727,41.0,53315.0,23399,12.1045392,55.392363,10.147391699999998,2,727.0,12.0,1.6506189821182942
10803,"Pelham, NY 10803, USA",12439,39.7,140000.0,73808,3.006672562,40.8996475,-73.8036752,191,12439.0,257.0,2.0660824825146715
30177,"Tate, GA 30177, USA",1369,35.9,33866.0,15101,10.44558072,34.4153599,-84.37260490000001,5,1369.0,15.0,1.095690284879474
27043,"Pinnacle, NC 27043, USA",6225,46.0,48410.0,24449,15.96787149,36.3334581,-80.4326521,7,6225.0,218.0,3.502008032128514
60437,"Kinsman, IL 60437, USA",157,49.8,36563.0,23715,8.917197452,41.1815419,-88.5661953,0,157.0,4.0,2.547770700636943
41649,"Martin, KY 41649, USA",3004,41.4,25458.0,15356,28.36218375,37.5806385,-82.8317486,3,3004.0,21.0,0.6990679094540613
97396,"Willamina, OR 97396, USA",2827,44.3,36848.0,18929,16.94375663,45.1916734,-123.51426200000002,0,2827.0,242.0,8.560311284046692
35475,"Northport, AL 35475, USA",14315,33.9,69924.0,28117,3.548725114,33.4368605,-87.5593613,0,14315.0,530.0,3.7024100593782743
54022,"River Falls, WI 54022, USA",21786,28.8,60016.0,27608,14.18801065,44.858921,-92.57924820000001,6,21786.0,755.0,3.465528320940053
76638,"Crawford, TX 76638, USA",3083,41.2,77679.0,36692,7.362958158,31.536855300000003,-97.4489531,1,3083.0,69.0,2.23807979240999
28327,"Carthage, NC 28327, USA",15333,40.6,51609.0,23841,14.78510402,35.40687,-79.42537759999999,5,15333.0,768.0,5.008804539229113
19023,"Darby, PA 19023, USA",22710,30.2,38790.0,18351,24.02025539,39.92006129999999,-75.2683228,197,22710.0,1605.0,7.067371202113606
72722,"Decatur, AR 72722, USA",3171,37.7,37198.0,16971,22.23273415,36.3438006,-94.4284985,2,3171.0,35.0,1.1037527593818985
85262,"Scottsdale, AZ 85262, USA",11034,54.4,125884.0,80227,2.8729381910000003,33.791108,-111.8091625,2,11034.0,171.0,1.5497553017944536
76031,"Cleburne, TX 76031, USA",17360,36.1,46714.0,20226,15.69700461,32.3470049,-97.330053,15,17360.0,792.0,4.56221198156682
57429,"Brentford, SD 57429, USA",109,36.1,40000.0,20763,2.752293578,45.1612271,-98.3147793,0,109.0,0.0,0.0
4622,"Cherryfield, ME 04622, USA",1480,40.8,40104.0,20084,17.77027027,32.137964600000004,-94.999149,0,1480.0,79.0,5.337837837837838
17938,"Hegins, PA 17938, USA",2489,42.7,58409.0,23520,4.660506227,40.6551387,-76.4910093,3,2489.0,122.0,4.901566894335074
50543,"Gowrie, IA 50543, USA",1562,44.5,44583.0,23616,15.87708067,42.2750407,-94.2743628,2,1562.0,47.0,3.0089628681177976
8234,"Egg Harbor Township, NJ 08234, USA",42491,39.3,71316.0,29387,8.020521993,47.3908128,15.9799981,11,42491.0,3034.0,7.140335600480102
94539,"Fremont, CA 94539, USA",51494,41.2,143949.0,50701,3.6256651260000003,37.514844399999994,-121.91317609999999,57,51494.0,1721.0,3.3421369479939407
52533,"Batavia, IA 52533, USA",1626,42.6,49938.0,21050,7.626076261000001,41.0393072,-92.16467220000001,0,1626.0,68.0,4.182041820418204
12456,"Mt Marion, NY 12456, USA",707,37.5,48993.0,17639,2.121640736,42.0344874,-73.9976946,12,707.0,45.0,6.364922206506366
48191,"Willis, MI 48191, USA",3736,41.8,72204.0,25659,10.59957173,42.1247778,-83.5603112,0,3736.0,250.0,6.691648822269808
13402,"Madison, NY 13402, USA",1587,46.4,43387.0,19660,22.054190300000002,42.8958176,-75.5160235,4,1587.0,16.0,1.0081915563957151
21061,"Glen Burnie, MD 21061, USA",53491,36.0,60430.0,29841,10.73077714,39.1511679,-76.6239423,68,53491.0,2564.0,4.7933297190181525
7724,"Eatontown, NJ 07724, USA",21758,41.7,78064.0,39958,6.135674235,31.870412800000004,-85.9890392,3,21758.0,1207.0,5.547384869932898
97022,"Eagle Creek, OR 97022, USA",3208,43.9,66927.0,24343,10.28678304,45.3551259,-122.32934820000001,8,3208.0,222.0,6.920199501246883
38049,"Mason, TN 38049, USA",4572,36.2,32386.0,24972,20.822397199999997,35.3676615,-89.5308903,0,4572.0,255.0,5.57742782152231
27262,"High Point, NC 27262, USA",24635,38.5,39867.0,22889,21.29490562,35.9679365,-80.0423151,31,24635.0,1379.0,5.597726811447128
53588,"Spring Green, WI 53588, USA",3831,44.8,58086.0,29862,9.814669798999999,43.213393700000005,-90.1120696,6,3831.0,65.0,1.6966849386583136
79021,"Cotton Center, TX 79021, USA",104,26.5,56250.0,17961,25.96153846,33.950083500000005,-102.0004411,0,104.0,0.0,0.0
68930,"Blue Hill, NE 68930, USA",1430,44.7,44643.0,22939,11.11888112,40.2860295,-98.4403573,1,1430.0,20.0,1.3986013986013985
17774,"Unityville, PA 17774, USA",1261,35.7,45795.0,20033,13.79857256,41.2642364,-76.5257007,0,1261.0,30.0,2.379064234734338
92543,"Hemet, CA 92543, USA",34406,36.5,26909.0,14425,30.7795152,33.6991526,-116.9793554,26,34406.0,2999.0,8.7165029355345
12804,"Queensbury, NY 12804, USA",26308,44.6,60152.0,32970,9.14550707,43.322861100000004,-73.7242486,31,26308.0,817.0,3.105519233693173
69334,"Bayard, NE 69334, USA",2305,46.5,43575.0,21241,12.10412148,41.813568,-103.31252990000002,1,2305.0,67.0,2.9067245119305856
55063,"Pine City, MN 55063, USA",9171,43.2,47556.0,22709,13.60811253,45.823250200000004,-92.97038540000001,6,9171.0,435.0,4.74321229964017
56529,"Dilworth, MN 56529, USA",4047,32.2,46116.0,21554,16.48134421,46.8772685,-96.6962754,31,4047.0,71.0,1.7543859649122806
36370,"Pansey, AL 36370, USA",929,43.9,44018.0,21152,10.33369214,31.137570699999998,-85.1583064,0,929.0,34.0,3.659849300322928
39180,"Vicksburg, MS 39180, USA",33827,37.1,40661.0,21209,24.25577202,32.2170441,-90.8675134,1,33827.0,1226.0,3.624323765039761
78611,"Burnet, TX 78611, USA",13226,44.6,48409.0,23381,15.18977771,30.7699023,-98.265058,7,13226.0,295.0,2.23045516407077
49112,"Edwardsburg, MI 49112, USA",10253,39.5,49712.0,21768,12.05500829,41.7917622,-86.0325629,7,10253.0,411.0,4.008582853798888
57785,"Sturgis, SD 57785, USA",9276,45.9,38638.0,24036,14.80163864,44.415470299999996,-103.50900250000001,5,9276.0,129.0,1.390685640362225
10984,"Thiells, NY 10984, USA",3317,42.5,112016.0,39093,0.45221585799999997,41.2099325,-74.01532309999999,36,3317.0,98.0,2.954476936991257
44708,"Canton, OH 44708, USA",25341,42.8,44731.0,26042,14.60873683,40.8122437,-81.4388858,104,25341.0,1270.0,5.01164121384318
35951,"Albertville, AL 35951, USA",12839,35.7,37210.0,19602,20.91284368,34.338736700000005,-86.19551690000002,12,12839.0,839.0,6.534776851779734
57075,"Wentworth, SD 57075, USA",791,52.9,49375.0,39309,14.41213654,43.977677899999996,-96.98534740000001,0,791.0,13.0,1.643489254108723
79416,"Lubbock, TX 79416, USA",32772,26.2,45937.0,23645,19.80349078,33.603617799999995,-101.9690458,44,32772.0,1276.0,3.893567679726596
16153,"Stoneboro, PA 16153, USA",2686,44.6,50714.0,22506,15.93447506,41.3229151,-80.0870155,2,2686.0,77.0,2.8667163067758747
37923,"Knoxville, TN 37923, USA",27624,37.0,53893.0,30167,11.23298581,35.92760620000001,-84.0854432,95,27624.0,1441.0,5.216478424558355
12010,"Amsterdam, NY 12010, USA",28802,41.7,44256.0,25059,17.609888199999997,42.9297842,-74.14748459999998,12,28802.0,1611.0,5.593361572113047
42717,"Burkesville, KY 42717, USA",6711,43.4,30985.0,16875,23.31992252,36.7776446,-85.354965,3,6711.0,413.0,6.154075398599314
26202,"Fenwick, WV 26202, USA",762,42.1,49205.0,17950,3.543307087,38.225181400000004,-80.62159100000001,1,762.0,0.0,0.0
33542,"Zephyrhills, FL 33542, USA",21178,54.2,32174.0,20291,19.20861271,28.233326799999997,-82.17680179999999,15,21178.0,1322.0,6.242326943054112
63038,"Glencoe, MO 63038, USA",6631,45.5,106513.0,54149,2.684361333,38.5775338,-90.6867939,14,6631.0,190.0,2.865329512893983
6062,"Plainville, CT 06062, USA",17767,42.4,60630.0,32531,6.613384364,-31.8872484,115.90540619999999,110,17767.0,876.0,4.930489109022345
77520,"Baytown, TX 77520, USA",37735,32.1,43409.0,18650,21.62978667,29.7299827,-94.9870491,21,37735.0,2098.0,5.559825096064661
76373,"Oklaunion, TX 76373, USA",281,36.4,45948.0,15359,0.0,34.1466902,-99.1234795,0,281.0,0.0,0.0
12429,"Esopus, NY 12429, USA",273,38.7,114129.0,43122,0.0,41.8214302,-73.96243270000001,9,273.0,46.0,16.84981684981685
61606,"Peoria, IL 61606, USA",7989,21.9,35904.0,17917,30.27913381,40.6974655,-89.6133926,57,7989.0,383.0,4.794091876329953
26807,"Franklin, WV 26807, USA",2886,45.6,36550.0,20860,18.19126819,38.651899799999995,-79.40286390000001,3,2886.0,54.0,1.8711018711018712
60018,"Des Plaines, IL 60018, USA",28749,39.9,54688.0,25289,11.30821942,42.0144814,-87.89915140000001,148,28749.0,1282.0,4.459285540366621
38844,"Gattman, MS 38844, USA",153,58.9,36071.0,20537,16.99346405,33.8176859,-88.2558525,0,153.0,0.0,0.0
23146,"Rockville, VA 23146, USA",3107,47.0,77207.0,37414,5.857740586,37.736330200000005,-77.7223162,2,3107.0,64.0,2.0598648213710975
65017,"Brumley, MO 65017, USA",1580,44.2,42083.0,19123,20.56962025,38.0582333,-92.4801989,1,1580.0,88.0,5.5696202531645564
30120,"Cartersville, GA 30120, USA",37250,35.9,44141.0,20678,19.53288591,34.1577811,-84.8776392,12,37250.0,2135.0,5.731543624161073
49048,"Kalamazoo, MI 49048, USA",25434,34.9,41443.0,20479,24.02296139,42.276643299999996,-85.50972259999999,37,25434.0,1831.0,7.199024927262719
6019,"Canton, CT 06019, USA",10249,45.1,88281.0,44781,3.766221095,-31.896864,115.76343659999999,92,10249.0,342.0,3.3369109181383547
73743,"Hillsdale, OK 73743, USA",132,42.5,50000.0,24770,7.575757576,36.5664065,-97.9933488,0,132.0,0.0,0.0
92252,"Joshua Tree, CA 92252, USA",10047,45.0,42338.0,22951,18.77177267,34.193766,-116.2540856,1,10047.0,890.0,8.8583656812979
17214,"Blue Ridge Summit, PA 17214, USA",1158,44.7,52112.0,29722,8.635578584,39.753684,-77.47306529999999,5,1158.0,23.0,1.9861830742659756
58647,"New England, ND 58647, USA",1156,47.0,49375.0,26557,5.882352941000001,46.4819779,-102.913013,1,1156.0,3.0,0.25951557093425603
98051,"Ravensdale, WA 98051, USA",3852,42.3,77623.0,32555,6.464174455,47.329858200000004,-121.87948529999998,0,3852.0,243.0,6.308411214953271
23665,"Hampton, VA 23665, USA",5593,22.2,52313.0,18789,3.969247273,37.0860239,-76.3579401,32,5593.0,42.0,0.7509386733416771
59743,"Melrose, MT 59743, USA",159,57.4,39293.0,27250,20.12578616,45.689862700000006,-112.63726509999998,0,159.0,4.0,2.515723270440252
49036,"Coldwater, MI 49036, USA",23706,41.6,42635.0,21336,14.79794145,41.9327779,-85.0649071,17,23706.0,1118.0,4.716105627267359
12759,"Loch Sheldrake, NY 12759, USA",2033,30.1,37902.0,13996,25.62715199,41.775259000000005,-74.65760909999999,10,2033.0,213.0,10.477127397934087
79705,"Midland, TX 79705, USA",32784,36.8,68649.0,38947,8.906783797000001,32.0688848,-102.0946818,49,32784.0,761.0,2.321254270375793
4637,"Grand Lake Stream, ME 04637, USA",123,65.4,31125.0,33564,2.43902439,29.344255699999998,-98.980857,0,123.0,0.0,0.0
6883,"Weston, CT 06883, USA",10261,42.5,207262.0,90552,1.773706266,47.3007799,9.960324900000002,6,10261.0,295.0,2.8749634538544
35801,"Huntsville, AL 35801, USA",22253,44.0,59352.0,41807,8.668494136,34.7364493,-86.55016540000001,68,22253.0,798.0,3.5860333438188112
77378,"Willis, TX 77378, USA",14151,34.7,48136.0,24117,19.37672249,30.4882668,-95.3311652,0,14151.0,429.0,3.0315878736485056
63951,"Lowndes, MO 63951, USA",219,48.8,47768.0,20417,25.11415525,37.0826711,-90.2620042,0,219.0,0.0,0.0
47932,"Covington, IN 47932, USA",5381,42.5,53462.0,26981,8.028247537999999,40.1366826,-87.40091650000001,4,5381.0,269.0,4.999070804683145
75942,"Doucette, TX 75942, USA",289,38.1,43512.0,15008,26.29757785,30.818214299999998,-94.4288102,4,289.0,18.0,6.228373702422145
2543,"Woods Hole, MA 02543, USA",736,49.7,66250.0,50348,8.559782608999999,38.5324071,-82.69538979999999,38,736.0,29.0,3.940217391304348
51049,"Quimby, IA 51049, USA",476,47.9,47847.0,22334,12.39495798,42.6366175,-95.6563119,0,476.0,14.0,2.941176470588235
92115,"San Diego, CA 92115, USA",61084,27.5,41866.0,21011,25.69576321,32.761275899999994,-117.07352409999999,111,61084.0,3932.0,6.437037522100714
16699,"Cresson, PA 16699, USA",820,34.7,,4506,0.0,40.46,-78.59,8,820.0,0.0,0.0
28529,"Grantsboro, NC 28529, USA",2653,45.1,41858.0,20985,16.50961176,35.0797761,-76.8836261,0,2653.0,143.0,5.390124387485865
25414,"Charles Town, WV 25414, USA",17147,40.1,72833.0,32308,11.13897475,39.25360870000001,-77.87102850000001,15,17147.0,794.0,4.630547617659066
27549,"Louisburg, NC 27549, USA",24784,40.3,36969.0,20001,18.5321175,36.0730279,-78.24761459999999,7,24784.0,1945.0,7.847805035506779
14113,"North Java, NY 14113, USA",630,45.6,47500.0,33149,10.31746032,42.6839855,-78.3273245,0,630.0,19.0,3.015873015873016
91405,"Van Nuys, CA 91405, USA",54435,32.0,38847.0,17645,26.1100395,34.2037124,-118.45719740000001,175,54435.0,4052.0,7.443740240653991
92111,"San Diego, CA 92111, USA",47271,35.9,57350.0,27391,18.79799454,32.825642699999996,-117.15588670000001,139,47271.0,2640.0,5.584819445325887
69101,"North Platte, NE 69101, USA",29745,38.4,45156.0,25867,11.58177845,41.2169959,-100.7548851,2,29745.0,937.0,3.1501092620608504
97229,"Portland, OR 97229, USA",59983,37.8,100063.0,44657,4.851374556000001,45.55939779999999,-122.807445,59,59983.0,2086.0,3.477652001400397
22066,"Great Falls, VA 22066, USA",19475,43.5,214219.0,89776,1.201540436,39.0188593,-77.30946740000002,53,19475.0,378.0,1.9409499358151479
48084,"Troy, MI 48084, USA",14689,37.0,84331.0,44055,5.568792974,42.558657200000006,-83.18097759999999,120,14689.0,450.0,3.0635169174211994
35907,"Gadsden, AL 35907, USA",8339,40.7,70147.0,26791,5.144501739,33.8890435,-86.0325629,4,8339.0,354.0,4.245113322940401
37743,"Greeneville, TN 37743, USA",26696,44.8,34855.0,19552,21.76730596,36.094122600000006,-82.8640623,3,26696.0,1265.0,4.738537608630507
730,"Ponce, 00730, Puerto Rico",37931,37.0,16259.0,9768,50.79486436,45.9145209,-119.279444,5,37931.0,3341.0,8.808098916453561
57725,"Caputa, SD 57725, USA",110,66.6,57841.0,21549,16.36363636,43.9365164,-102.8514837,0,110.0,13.0,11.818181818181818
76310,"Wichita Falls, TX 76310, USA",18492,37.2,63646.0,27924,10.19900498,33.7928627,-98.5062007,7,18492.0,519.0,2.8066190785204412
59542,"Turner, MT 59542, USA",262,34.0,33214.0,17982,13.74045802,48.8372286,-108.31205790000001,0,262.0,0.0,0.0
76135,"Fort Worth, TX 76135, USA",20550,39.8,52945.0,27715,13.94160584,32.844703700000004,-97.4705935,12,20550.0,879.0,4.2773722627737225
13637,"Evans Mills, NY 13637, USA",4270,28.4,55104.0,23870,18.64168618,44.096328299999996,-75.8301537,3,4270.0,247.0,5.784543325526932
37345,"Huntland, TN 37345, USA",2155,46.0,38688.0,20549,15.68445476,35.046689,-86.23617440000001,1,2155.0,126.0,5.846867749419954
63030,"Fletcher, MO 63030, USA",315,41.0,49441.0,22871,7.936507937000001,38.1348152,-90.74377609999999,0,315.0,16.0,5.079365079365079
26574,"Grant Town, WV 26574, USA",553,40.9,44038.0,21078,21.15732369,39.5562628,-80.1777417,3,553.0,11.0,1.9891500904159132
33559,"Lutz, FL 33559, USA",16952,34.4,55643.0,27345,11.43817839,28.153776699999998,-82.41568290000001,53,16952.0,859.0,5.067248702218027
27822,"Elm City, NC 27822, USA",8082,43.6,46250.0,21943,18.70824053,35.7978006,-77.85959629999999,7,8082.0,559.0,6.916604800791883
69130,"Cozad, NE 69130, USA",5411,41.6,46899.0,21825,12.84420625,40.8911427,-99.9465077,4,5411.0,82.0,1.515431528368139
46996,"Winamac, IN 46996, USA",7358,40.1,45412.0,20784,16.5941832,41.032663799999995,-86.70138940000001,1,7358.0,305.0,4.145148138081
12464,"Phoenicia, NY 12464, USA",935,58.1,49911.0,37118,3.6363636360000005,42.074861799999994,-74.3352858,2,935.0,43.0,4.598930481283422
59453,"Judith Gap, MT 59453, USA",337,42.4,38750.0,20918,10.08902077,46.626670700000005,-109.76283059999999,0,337.0,4.0,1.1869436201780417
72347,"Hickory Ridge, AR 72347, USA",689,45.3,31471.0,19479,15.38461538,35.364439000000004,-91.0011902,1,689.0,10.0,1.4513788098693758
13312,"Brantingham, NY 13312, USA",320,56.1,41250.0,30699,14.6875,43.712777100000004,-75.1778853,0,320.0,18.0,5.625
41046,"Glencoe, KY 41046, USA",1991,24.0,37585.0,13209,27.22250126,38.7099232,-84.7889907,0,1991.0,139.0,6.981416373681568
29834,"Langley, SC 29834, USA",1344,38.9,32375.0,16178,20.83333333,33.5199743,-81.8422446,9,1344.0,138.0,10.267857142857142
83634,"Kuna, ID 83634, USA",25875,31.0,59221.0,16711,16.45217391,43.4356614,-116.2605101,0,25875.0,868.0,3.3545893719806763
68005,"Bellevue, NE 68005, USA",24163,34.2,53794.0,25101,13.99246782,41.1596468,-95.90927540000001,32,24163.0,1227.0,5.078011836278608
11722,"Central Islip, NY 11722, USA",38241,33.1,67023.0,21935,10.82869172,40.7881249,-73.1939612,114,38241.0,2261.0,5.912502288120081
48659,"Sterling, MI 48659, USA",2781,43.1,44315.0,19879,12.54944265,44.1093153,-83.9955879,0,2781.0,110.0,3.9554117224020136
55342,"Hector, MN 55342, USA",2065,42.2,55982.0,26832,7.89346247,44.7137564,-94.76915859999998,1,2065.0,81.0,3.922518159806295
28395,"Wade, NC 28395, USA",1953,39.5,39813.0,23319,18.02355351,35.1401497,-78.7589558,1,1953.0,123.0,6.29800307219662
79703,"Midland, TX 79703, USA",21214,30.5,57842.0,23946,8.80079193,31.981042300000002,-102.1346874,79,21214.0,479.0,2.257942867917413
58075,"Wahpeton, ND 58075, USA",9028,35.9,51179.0,27588,12.72707133,46.2817215,-96.69927779999999,11,9028.0,187.0,2.071333628710678
33025,"Hollywood, FL 33025, USA",57766,32.9,51822.0,23660,12.01398747,25.9906428,-80.2793593,112,57766.0,3667.0,6.3480247896686635
47367,"Oakville, IN 47367, USA",123,39.8,41250.0,16255,0.0,40.07752670000001,-85.39175990000001,0,123.0,0.0,0.0
13335,"Edmeston, NY 13335, USA",1721,41.4,52083.0,22636,12.66705404,42.7015231,-75.27123929999999,1,1721.0,96.0,5.57815223707147
19076,"Prospect Park, PA 19076, USA",6606,36.2,67727.0,26908,10.44504995,39.885086,-75.3091483,144,6606.0,261.0,3.9509536784741144
68147,"Bellevue, NE 68147, USA",10339,33.0,53997.0,22024,17.55488925,41.177520799999996,-95.95153990000001,61,10339.0,313.0,3.0273720862752684
84764,"Bryce, UT 84764, USA",163,27.0,38750.0,19698,24.5398773,37.621533500000005,-112.1549442,1,163.0,0.0,0.0
38229,"Gleason, TN 38229, USA",2948,43.5,36800.0,19886,17.33378562,36.2334,-88.61448390000001,2,2948.0,126.0,4.274084124830393
70748,"Jackson, LA 70748, USA",6440,43.0,41489.0,17350,17.14285714,30.8328549,-91.20252070000001,2,6440.0,110.0,1.7080745341614907
97711,"Ashwood, OR 97711, USA",123,34.5,27188.0,12480,41.46341463,44.7135374,-120.61496840000001,0,123.0,9.0,7.317073170731707
50315,"Des Moines, IA 50315, USA",35873,34.4,41793.0,20989,16.15421069,41.534655799999996,-93.6116494,55,35873.0,1874.0,5.223984612382572
23228,"Henrico, VA 23228, USA",33844,35.1,44224.0,23998,15.56258126,37.616445299999995,-77.4816693,115,33844.0,2010.0,5.939014300910058
32535,"Century, FL 32535, USA",6015,37.8,34107.0,13066,14.28096426,30.9724762,-87.37114770000001,0,6015.0,273.0,4.538653366583541
49893,"Wallace, MI 49893, USA",2008,47.9,59696.0,27882,8.964143426,45.293275200000004,-87.6120353,0,2008.0,78.0,3.8844621513944224
38504,"Allardt, TN 38504, USA",1167,38.6,46786.0,19634,9.340188518,36.396687899999996,-84.7420032,0,1167.0,44.0,3.7703513281919454
5483,"Sheldon, VT 05483, USA",1481,35.9,65039.0,24743,7.4949358539999995,46.738712400000004,-92.2849525,2,1481.0,18.0,1.2153950033760972
93954,"San Lucas, CA 93954, USA",222,31.8,39167.0,12520,40.54054054,36.118472600000004,-120.95894960000001,0,222.0,30.0,13.513513513513514
13635,"Edwards, NY 13635, USA",837,46.0,33194.0,21320,17.68219833,44.2825835,-75.2452318,0,837.0,47.0,5.615292712066906
3048,"Greenville, NH 03048, USA",3513,43.6,62321.0,28864,11.07315685,32.4402155,-91.7290464,5,3513.0,197.0,5.607742670082551
17097,"Wiconisco, PA 17097, USA",746,44.6,49904.0,25655,6.702412869,40.572084999999994,-76.6860267,3,746.0,36.0,4.825737265415549
22027,"Dunn Loring, VA 22027, USA",2567,44.9,187768.0,61580,4.830541488,38.8934705,-77.22039659999999,196,2567.0,124.0,4.830541488118426
97146,"Warrenton, OR 97146, USA",5795,40.1,41192.0,23133,17.01466782,46.1278512,-123.92744099999999,3,5795.0,274.0,4.728213977566869
47670,"Princeton, IN 47670, USA",12140,39.5,45915.0,23971,12.42174629,38.354474700000004,-87.5593613,10,12140.0,473.0,3.896210873146623
43050,"Mt Vernon, OH 43050, USA",28612,41.9,42576.0,23495,16.33230812,40.3521894,-82.51858370000001,11,28612.0,1295.0,4.52607297637355
39097,"Louise, MS 39097, USA",495,58.0,26838.0,17399,34.94949495,33.0100039,-90.58253590000001,0,495.0,26.0,5.252525252525253
93925,"Chualar, CA 93925, USA",1708,32.5,70909.0,23642,7.142857143,36.5999881,-121.37703359999999,0,1708.0,77.0,4.508196721311475
33029,"Hollywood, FL 33029, USA",47086,36.6,88264.0,30976,3.32370556,25.9839048,-80.4326521,14,47086.0,2714.0,5.76392133542879
74066,"Sapulpa, OK 74066, USA",31116,38.9,44675.0,22844,13.51716159,35.998095899999996,-96.13149279999999,13,31116.0,1217.0,3.911171101684021
85553,"Tonto Basin, AZ 85553, USA",1441,64.6,36442.0,28245,16.93268563,33.8102795,-111.2368084,0,1441.0,0.0,0.0
7718,"Belford, NJ 07718, USA",6143,40.5,87398.0,36267,6.82077161,29.091596000000003,-98.8632494,6,6143.0,462.0,7.520755331271365
74456,"Preston, OK 74456, USA",231,30.6,27750.0,16345,23.37662338,35.7124995,-95.9918507,2,231.0,4.0,1.7316017316017316
32187,"San Mateo, FL 32187, USA",1996,46.5,30300.0,18933,15.88176353,29.5775097,-81.5486728,0,1996.0,96.0,4.809619238476954
59529,"Hogeland, MT 59529, USA",143,57.2,115938.0,70966,1.3986013990000001,48.7645002,-108.7498486,0,143.0,0.0,0.0
45646,"Latham, OH 45646, USA",361,41.3,82604.0,28220,7.202216066,39.0791318,-83.34687840000001,0,361.0,16.0,4.43213296398892
6801,"Bethel, CT 06801, USA",18911,40.9,85884.0,38941,3.870763048,47.3810193,-92.64285140000001,0,18911.0,1098.0,5.806144571942256
1585,"West Brookfield, MA 01585, USA",4646,45.7,62667.0,31262,10.03013345,36.834942600000005,-87.70381809999999,0,4646.0,271.0,5.832974601808007
72036,"Cotton Plant, AR 72036, USA",757,47.0,22361.0,13850,26.68428005,35.0101733,-91.2698475,0,757.0,39.0,5.151915455746367
8540,"Princeton, NJ 08540, USA",47316,37.5,125439.0,61810,4.161383042,39.851778499999995,-106.8455943,0,47316.0,1452.0,3.068729393862541
25111,"Indore, WV 25111, USA",723,43.4,36417.0,15064,32.08852006,38.3920732,-81.1526976,0,723.0,5.0,0.6915629322268326
65243,"Clark, MO 65243, USA",3176,29.3,55885.0,16802,25.15743073,39.280975500000004,-92.3427191,1,3176.0,126.0,3.9672544080604535
14411,"Albion, NY 14411, USA",14257,39.9,42967.0,18461,13.60735078,43.2229834,-78.24761459999999,5,14257.0,689.0,4.83271375464684
62449,"Oblong, IL 62449, USA",2971,41.5,46765.0,25332,8.347357792,39.0104562,-87.89424509999999,3,2971.0,74.0,2.490743857287109
35956,"Boaz, AL 35956, USA",8716,40.0,46844.0,19615,12.32216613,34.1586286,-86.11410450000001,11,8716.0,367.0,4.210647085819183
82934,"Granger, WY 82934, USA",239,33.1,32450.0,13016,7.112970711,41.5937675,-109.9973244,0,239.0,11.0,4.602510460251046
12789,"Woodridge, NY 12789, USA",1887,37.5,51827.0,23318,10.81081081,41.691885799999994,-74.58147729999999,4,1887.0,201.0,10.651828298887123
59087,"Winnett, MT 59087, USA",506,48.3,41250.0,22816,10.27667984,47.0113803,-108.2242196,0,506.0,6.0,1.185770750988142
28226,"Charlotte, NC 28226, USA",37412,41.1,68291.0,48777,6.388324602000001,35.1173473,-80.7990185,113,37412.0,1567.0,4.188495669838554
15018,"Buena Vista, PA 15018, USA",668,44.1,50588.0,20773,13.32335329,40.286781,-79.7876449,15,668.0,41.0,6.137724550898203
78351,"Driscoll, TX 78351, USA",564,37.0,36985.0,16011,20.74468085,27.665438199999997,-97.7538935,0,564.0,3.0,0.5319148936170213
99506,"Joint Base Elmendorf-Richardson, AK 99506, USA",7499,22.0,60753.0,19565,4.867315641999999,61.274403099999994,-149.7871533,10,7499.0,150.0,2.0002667022269636
28208,"Charlotte, NC 28208, USA",34474,32.9,28435.0,14056,31.94001276,35.212973,-80.9097127,99,34474.0,3891.0,11.28676683877705
95246,"Mountain Ranch, CA 95246, USA",1207,52.8,47379.0,29646,5.21955261,38.244955299999994,-120.50487920000002,0,1207.0,76.0,6.296603148301575
63014,"Berger, MO 63014, USA",467,48.4,32188.0,19712,22.48394004,38.666228600000004,-91.3469247,1,467.0,8.0,1.7130620985010707
6422,"Durham, CT 06422, USA",7380,42.5,124179.0,47679,0.93495935,40.1936997,-105.85149720000001,1,7380.0,201.0,2.7235772357723578
46312,"East Chicago, IN 46312, USA",29584,29.8,27583.0,13497,35.46849648,41.642826899999996,-87.45048879999999,51,29584.0,1835.0,6.202677122769065
60091,"Wilmette, IL 60091, USA",27268,43.8,129551.0,67089,2.9778494939999995,42.080574299999995,-87.7320368,151,27268.0,513.0,1.8813260965233973
58503,"Bismarck, ND 58503, USA",27196,37.3,81341.0,38377,4.416090602,46.8871785,-100.7209975,17,27196.0,451.0,1.6583321076628916
14715,"Bolivar, NY 14715, USA",2763,40.2,45030.0,22257,15.63517915,42.0765655,-78.1792434,2,2763.0,128.0,4.632645674990952
97721,"Princeton, OR 97721, USA",610,30.7,27321.0,11412,50.98360656,42.58252,-118.521529,0,610.0,13.0,2.1311475409836063
